,api,class,cloudEnv,component,correlationId,developmentDevice,durationInMs,host,httpStatus,logEnv,method,principal,requestId,requestURI,requestURL,signature,signatureFull,signatureId,threadName,userAgent,timestamp
34,device,DeviceApiV2DeviceController,production,core-cloud,CCB:da97b85c-acf9-445f-bf0a-af0f325408a8,,16,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,4f644e0c-b474-4ad4-9f64-632d46c20b1e,ad73339cb2a4d17d94e0d61001fe4b23,/device-api/v2/devices/4f644e0c-b474-4ad4-9f64-632d46c20b1e/tasks,https://connect.g2bcc.com/device-api/v2/devices/4f644e0c-b474-4ad4-9f64-632d46c20b1e/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-35,"sharedlogic/3.17.2-0 (bsp 10.5.0-0, model 3.46.386-0, bacnet 2.1.0)",2025-01-16 08:45:23.504
35,device,DeviceApiV2DeviceController,production,core-cloud,CCB:a24e8c0c-4b84-426a-9531-0d859f1544e7,,12,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,12adb35c-f0bb-4844-9409-506f7c272e8e,ae67b6192af3fc10a31aeb660425cb83,/device-api/v2/devices/12adb35c-f0bb-4844-9409-506f7c272e8e/tasks,https://connect.g2bcc.com/device-api/v2/devices/12adb35c-f0bb-4844-9409-506f7c272e8e/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-70,"sharedlogic/3.17.3-0 (bsp 10.8.0-0, model 3.47.390-0, bacnet 2.1.0)",2025-01-16 08:45:23.512
36,device,DeviceApiV2DeviceController,production,core-cloud,CCB:8a1ec2ba-ba55-4062-999c-46732c7f363d,,9,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,da58310f-5069-45d1-a115-c4de18f0768a,3c96f437870bab8268badfcd6f1fcd3e,/device-api/v2/devices/da58310f-5069-45d1-a115-c4de18f0768a/tasks,https://connect.g2bcc.com/device-api/v2/devices/da58310f-5069-45d1-a115-c4de18f0768a/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-160,"sharedlogic/2.15.11-0 (bsp 9.4.0-1, model 3.35.363-1)",2025-01-16 08:45:23.519
37,device,DeviceUpdateApiController,production,core-cloud,CCB:7320ef90-9f6e-494e-ab47-40a97695fabc,,86,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,POST,971a6cfc-c40c-4180-8e96-03b3dbe3e4c3,2b820f0684e5d12b716219b18b855d1d,/device-api/update,https://connect.g2bcc.com/device-api/update,"DeviceUpdateApiController.postUpdateInquiry(UpdateInquiry,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.base.DeviceUpdateApiController#postUpdateInquiry(UpdateInquiry, HttpServletRequest)",1aciv1okgkzbs,http-nio-8080-exec-156,"sharedlogic/3.17.2-0 (bsp 10.5.0-0, model 3.46.386-0, bacnet 2.1.0)",2025-01-16 08:45:23.455
38,device,DeviceApiV2DeviceController,production,core-cloud,CCB:6b6d7709-9002-4aed-8498-32dcbca8a69a,,24,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,522ebe57-579d-4e59-b5c6-b2e34752d334,14369a31b244d355597552a7d66d3b15,/device-api/v2/devices/f8bf5595-0b2c-47dc-af7f-6d52d9377099/data,https://connect.g2bcc.com/device-api/v2/devices/f8bf5595-0b2c-47dc-af7f-6d52d9377099/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-102,,2025-01-16 08:45:23.520
39,device,DeviceApiV2DeviceController,production,core-cloud,CCB:ea3b3378-214b-47cf-8136-5a44710e21fb,,30,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,0df8ef71-9a53-458b-a1af-990beb002b50,1ad9e8c8f206bc40d9b675f349533f4d,/device-api/v2/devices/0df8ef71-9a53-458b-a1af-990beb002b50/data,https://connect.g2bcc.com/device-api/v2/devices/0df8ef71-9a53-458b-a1af-990beb002b50/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-142,"sharedlogic/4.21.1 (bsp 13.9.0, model 1.0.4, bootloader 2019.01.0, fieldbus 01.00.0016)",2025-01-16 08:45:23.515
40,device,DeviceApiV2DeviceController,production,core-cloud,CCB:24432996-0bf1-4a40-a8b4-3b75242ff730,,11,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,8572c289-58ab-4c51-af0d-1f4b32fd0d7b,02d0da0752b70100f5b181ee40a18680,/device-api/v2/devices/8572c289-58ab-4c51-af0d-1f4b32fd0d7b/tasks,https://connect.g2bcc.com/device-api/v2/devices/8572c289-58ab-4c51-af0d-1f4b32fd0d7b/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-45,"sharedlogic/2.15.5-2 (bsp 9.4.0-0, model 3.24.346-0)",2025-01-16 08:45:23.080
41,device,DeviceApiV2DeviceController,production,core-cloud,CCB:cd1eeb31-8bec-485c-aa6f-af8333675112,,18,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,80c981bb-ff33-45b1-95ab-de1a50867b5c,f82ad65829a084067e4c741ffff1868c,/device-api/v2/devices/80c981bb-ff33-45b1-95ab-de1a50867b5c/tasks,https://connect.g2bcc.com/device-api/v2/devices/80c981bb-ff33-45b1-95ab-de1a50867b5c/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-132,"sharedlogic/2.15.9-1 (bsp 9.4.0-0, model 3.35.363-0)",2025-01-16 08:45:23.075
42,device,DeviceApiV2DeviceController,production,core-cloud,CCB:d69dc77f-fff1-46ce-b910-2c05315bc4d1,,18,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,fe3767bd-74b9-443e-8cbd-f8b3b98410c6,208a5a944408e4c93a75f40cc0b6b943,/device-api/v2/devices/4580f481-082c-4d27-9c53-caf7975529c6/tasks,https://connect.g2bcc.com/device-api/v2/devices/4580f481-082c-4d27-9c53-caf7975529c6/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-158,,2025-01-16 08:45:23.075
43,device,DeviceApiV2DeviceController,production,core-cloud,CCB:214c454b-30ff-4371-9123-d93e30d286d1,,9,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,63e7c8bf-bdd6-4818-aab1-9ee4edc4046a,888b015df8a72fbe7f36b5a360e27336,/device-api/v2/devices/63e7c8bf-bdd6-4818-aab1-9ee4edc4046a/logs/production/sl-java2,https://connect.g2bcc.com/device-api/v2/devices/63e7c8bf-bdd6-4818-aab1-9ee4edc4046a/logs/production/sl-java2,"DeviceApiV2DeviceController.postDeviceLog(String,String,String,MediaType,InputStream)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceLog(String, String, String, MediaType, InputStream)",18usayialhtup,http-nio-8080-exec-105,"sharedlogic/4.26.2 (bsp 13.12.1, model 1.1.6, bootloader 2019.01.0, fieldbus 01.02.0002)",2025-01-16 08:45:23.093
44,device,DeviceApiV2DeviceController,production,core-cloud,CCB:e381cd96-0be4-406e-a6d7-18ca90a48ebe,,18,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,6548a75b-ea83-4c50-a99f-db9c9abd3143,06df14a8f7ab20442b6b17696027b8ff,/device-api/v2/devices/09115ad0-ef5f-421f-bd81-97cfa63e56e5/data,https://connect.g2bcc.com/device-api/v2/devices/09115ad0-ef5f-421f-bd81-97cfa63e56e5/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-71,"sharedlogic/4.4.1-0 (bsp 12.2.1-0, model 1.2.4-0, bacnet N/A)",2025-01-16 08:45:23.092
45,device,DeviceApiV2DeviceController,production,core-cloud,CCB:807d5283-e169-48c0-b3aa-3cc1bcaa8b36,,10,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,f944405a-9f03-480f-9b6d-e2437b685478,d5c06182c3ade9d2e08423d755faa4f7,/device-api/v2/devices/f944405a-9f03-480f-9b6d-e2437b685478/tasks,https://connect.g2bcc.com/device-api/v2/devices/f944405a-9f03-480f-9b6d-e2437b685478/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-186,"sharedlogic/4.26.2 (bsp 13.12.1, model 1.1.6, bootloader 2019.01.0, fieldbus 01.02.0002)",2025-01-16 08:45:23.103
46,device,DeviceApiV2DeviceController,production,core-cloud,CCB:534ac916-77d0-47e1-a5da-4ae8f572f6b4,,9,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,0703d7a6-9c9d-4dba-8bbd-c4f00612d129,16e53d888900d5ef57770822ce40e700,/device-api/v2/devices/968c849c-4fed-4ae7-9e62-848fa307648c/tasks,https://connect.g2bcc.com/device-api/v2/devices/968c849c-4fed-4ae7-9e62-848fa307648c/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-114,,2025-01-16 08:45:23.106
47,device,DeviceApiV2DeviceController,production,core-cloud,CCB:c427e782-0848-4945-b49d-443f3a02480c,,9,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,81aeaf01-2f2b-4ce3-986a-ab8742d89cb6,a43c1fa7c2d821ef3d122794102501fb,/device-api/v2/devices/2f58f72e-220e-42b7-9c9a-faae319bec63/tasks,https://connect.g2bcc.com/device-api/v2/devices/2f58f72e-220e-42b7-9c9a-faae319bec63/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-5,,2025-01-16 08:45:23.127
48,device,DeviceApiV2DeviceController,production,core-cloud,CCB:e6ddd9e2-e82a-4649-b1e3-66f75f5996c7,,28,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,74d18b08-6d6c-470c-9815-6abfbae62d0c,e844b5ec2cc9504685d15cfc4104f7f7,/device-api/v2/devices/74d18b08-6d6c-470c-9815-6abfbae62d0c/data,https://connect.g2bcc.com/device-api/v2/devices/74d18b08-6d6c-470c-9815-6abfbae62d0c/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-68,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.2, bootloader 2022.02.0, fieldbus 01.05.0000)",2025-01-16 08:45:23.525
49,device,DeviceApiV2DeviceController,production,core-cloud,CCB:ac95f3df-13b5-4b4b-9fdc-c72e07b78b95,,78,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,6c69b424-0aeb-4b65-8729-2c5ee41b3f50,011dba3f64868ee8fbe5356bfcbaf350,/device-api/v2/devices/bf151585-b800-47c2-a111-7db2baf3ae3b/tasks,https://connect.g2bcc.com/device-api/v2/devices/bf151585-b800-47c2-a111-7db2baf3ae3b/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-30,,2025-01-16 08:45:23.480
50,device,DeviceRegistrationApiController,production,core-cloud,CCB:48fb7a05-994a-47e8-a8df-7a463c947eb3,,209,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,POST,7d5c1e32-1815-4c1d-9293-87077eee8e98,c6afe5bea5a652797e71d3d1fc79746f,/device-api/registration,https://connect.g2bcc.com/device-api/registration,"DeviceRegistrationApiController.registerDevice(DeviceRegistrationRequest,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.base.DeviceRegistrationApiController#registerDevice(DeviceRegistrationRequest, HttpServletRequest)",1lg227csichd4,http-nio-8080-exec-128,,2025-01-16 08:45:23.357
51,device,DeviceApiV2DeviceController,production,core-cloud,CCB:7fa8c803-d6f0-4d63-b28c-00f5f9e9332c,,29,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,d71c6313-c8e6-4e60-8e7b-f9a814888c99,56da1574607519ff56f7acf27ded000a,/device-api/v2/devices/d71c6313-c8e6-4e60-8e7b-f9a814888c99/tasks,https://connect.g2bcc.com/device-api/v2/devices/d71c6313-c8e6-4e60-8e7b-f9a814888c99/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-153,"sharedlogic/2.15.10-0 (bsp 9.4.0-0, model 3.39.375-0)",2025-01-16 08:45:23.558
52,device,DeviceApiV2DeviceController,production,core-cloud,CCB:0b11e584-e050-4b0e-8d16-fc450c1cb0e6,,72,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,3446ab0f-85f0-4719-a9ea-a5a00739a6c7,310f9583f26b9aff1cf5c433e335d9bf,/device-api/v2/devices/ee429f44-335c-48c2-a098-5070bfbc6026/tasks,https://connect.g2bcc.com/device-api/v2/devices/ee429f44-335c-48c2-a098-5070bfbc6026/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-119,,2025-01-16 08:45:23.534
53,device,DeviceApiV2DeviceController,production,core-cloud,CCB:fe42b4a8-a1bb-40d4-8785-4baae7d371da,,13,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,988f92da-ffd3-4b47-9ed3-5bd3f6af65cc,8f5c1e70b0236652a02067a47b0a55de,/device-api/v2/devices/988f92da-ffd3-4b47-9ed3-5bd3f6af65cc/tasks,https://connect.g2bcc.com/device-api/v2/devices/988f92da-ffd3-4b47-9ed3-5bd3f6af65cc/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-131,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.2, bootloader 2022.02.0, fieldbus 01.05.0000)",2025-01-16 08:45:23.539
54,device,DeviceApiV2DeviceController,production,core-cloud,CCB:f0930df2-c4cc-4a81-9f81-e60af1a38b79,,12,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,4984c42c-2cfa-4415-99b3-0041c7e16a01,22d091f927cbeb1a62707e4275704a5e,/device-api/v2/devices/e2b10eb1-dd89-4b41-abc3-ec22cac2f42c/tasks,https://connect.g2bcc.com/device-api/v2/devices/e2b10eb1-dd89-4b41-abc3-ec22cac2f42c/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-150,,2025-01-16 08:45:23.543
55,device,DeviceApiV2DeviceController,production,core-cloud,CCB:550dc1d4-f738-4f6d-b7cb-b3df6b0e950b,,11,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,4115670a-4c8b-4a8a-ba51-d8450791e200,5bec8505635643a6b3a429b6d409a569,/device-api/v2/devices/2056fb1a-40ec-4daa-9af1-1eff3937f8f1/tasks,https://connect.g2bcc.com/device-api/v2/devices/2056fb1a-40ec-4daa-9af1-1eff3937f8f1/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-8,,2025-01-16 08:45:23.556
56,device,DeviceApiV2DeviceController,production,core-cloud,CCB:e46ded14-c04b-459f-a265-6336c73ac838,,13,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,9516d85b-19ba-44bd-bd83-98caf816a063,0949d45d8419080a2bf0ec5d11dce356,/device-api/v2/devices/9516d85b-19ba-44bd-bd83-98caf816a063/tasks,https://connect.g2bcc.com/device-api/v2/devices/9516d85b-19ba-44bd-bd83-98caf816a063/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-52,"sharedlogic/4.4.1-0 (bsp 12.2.1-0, model 1.2.4-0, bacnet N/A)",2025-01-16 08:45:23.568
57,device,DeviceApiV2DeviceController,production,core-cloud,CCB:59a6fb52-9faa-4834-8f66-989a20f48a46,,12,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,43018fa7-ae81-4639-872f-c61077292c53,1f355913caf618d4e107993e97d822d5,/device-api/v2/devices/80f9e2da-bb00-4597-bb93-05ad974d8585/tasks,https://connect.g2bcc.com/device-api/v2/devices/80f9e2da-bb00-4597-bb93-05ad974d8585/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-23,,2025-01-16 08:45:23.573
58,device,DeviceApiV2DeviceController,production,core-cloud,CCB:7f99d4d5-7be6-47c3-94a9-c087a8a062c6,,14,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,73daa418-1a4f-4fa0-a0b6-0da0c6937f4c,f9463191aa599f6dc883384741957984,/device-api/v2/devices/73daa418-1a4f-4fa0-a0b6-0da0c6937f4c/tasks,https://connect.g2bcc.com/device-api/v2/devices/73daa418-1a4f-4fa0-a0b6-0da0c6937f4c/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-36,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.2.1, bootloader 2022.02.0, fieldbus 01.05.0004)",2025-01-16 08:45:23.571
59,device,DeviceApiV2DeviceController,production,core-cloud,CCB:71febc5d-5960-4c96-947e-b9b3da862c64,,19,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,6c791a05-0b2d-462d-a959-898026be1c03,ba30868d395906a73fda011e00f0b826,/device-api/v2/devices/aff56ffa-ff6d-454b-a241-a485ba10fd6c/data,https://connect.g2bcc.com/device-api/v2/devices/aff56ffa-ff6d-454b-a241-a485ba10fd6c/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-50,,2025-01-16 08:45:23.572
60,device,DeviceUpdateApiController,production,core-cloud,CCB:f74525cd-1581-4a64-97bd-376b62be57a5,,89,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,POST,8396ff04-2ea7-4ff0-8b54-1c67ab51f78f,4e3741f8ca8a100410ef83dcde049267,/device-api/update,https://connect.g2bcc.com/device-api/update,"DeviceUpdateApiController.postUpdateInquiry(UpdateInquiry,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.base.DeviceUpdateApiController#postUpdateInquiry(UpdateInquiry, HttpServletRequest)",1aciv1okgkzbs,http-nio-8080-exec-136,"sharedlogic/3.22.5-0 (bsp 10.8.0-0, model 1.3.2-0, bacnet 2.1.0)",2025-01-16 08:45:23.503
61,device,DeviceApiV2DeviceController,production,core-cloud,CCB:79991bb9-fe7b-45c2-a5a6-32e0371548bb,,11,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,7c461d69-c1fd-45ac-a1b1-2805ba5fe86f,b0558369ba58190b5e73aa02035d8a74,/device-api/v2/devices/039408da-8686-45b7-a7b2-9830c32f19ad/tasks,https://connect.g2bcc.com/device-api/v2/devices/039408da-8686-45b7-a7b2-9830c32f19ad/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-48,,2025-01-16 08:45:23.583
62,device,DeviceApiV2DeviceController,production,core-cloud,CCB:52bc0baf-bc2c-4c16-ad2d-22d6bb5b7a4f,,37,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,24d37a40-5436-425c-a22f-7d453456c3e1,a445a1ab497825b86d0ad020df6f86b9,/device-api/v2/devices/24d37a40-5436-425c-a22f-7d453456c3e1/tasks,https://connect.g2bcc.com/device-api/v2/devices/24d37a40-5436-425c-a22f-7d453456c3e1/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-63,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.6, bootloader 2022.02.0, fieldbus 01.05.0002)",2025-01-16 08:45:23.574
63,device,DeviceApiV2DeviceController,production,core-cloud,CCB:f7937d32-c18f-4142-b834-94093196f867,,39,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,b534c202-3e52-4e05-a09c-32a7d93ea1da,fbdafc9545678e3c4098816c532392b9,/device-api/v2/devices/e9f2ec7b-2689-42e2-849b-d2ff50245557/tasks,https://connect.g2bcc.com/device-api/v2/devices/e9f2ec7b-2689-42e2-849b-d2ff50245557/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-75,,2025-01-16 08:45:23.573
64,device,DeviceApiV2DeviceController,production,core-cloud,CCB:8658e867-4d85-4b0e-acec-73f5c9c2fc14,,59,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,6767adc7-21ee-470f-9668-67f7c857fffe,d866b29062ae9a0bbd468b0e3853e931,/device-api/v2/devices/6767adc7-21ee-470f-9668-67f7c857fffe/tasks,https://connect.g2bcc.com/device-api/v2/devices/6767adc7-21ee-470f-9668-67f7c857fffe/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-30,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.6, bootloader 2022.02.0, fieldbus 01.05.0002)",2025-01-16 08:45:23.559
65,device,DeviceApiV2DeviceController,production,core-cloud,CCB:732cc9dd-3ce3-4510-9165-5563c46b9a68,,26,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,b4e208c7-8d83-429f-a1b2-43e163a69007,fdea47c15874c0707bb99b3de9dcc844,/device-api/v2/devices/b4e208c7-8d83-429f-a1b2-43e163a69007/tasks,https://connect.g2bcc.com/device-api/v2/devices/b4e208c7-8d83-429f-a1b2-43e163a69007/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-105,"sharedlogic/3.17.2-0 (bsp 10.5.0-0, model 3.46.386-0, bacnet 2.1.0)",2025-01-16 08:45:23.594
66,device,DeviceApiV2DeviceController,production,core-cloud,CCB:2388de0a-b5a0-4746-ba14-1b8b6f739878,,26,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,f93be3d5-306e-4e69-8a73-6692167a5564,64791029a23d574d5ddb8422e11f48b6,/device-api/v2/devices/1655b1b7-29fa-4993-88d3-432d794756ca/tasks,https://connect.g2bcc.com/device-api/v2/devices/1655b1b7-29fa-4993-88d3-432d794756ca/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-58,,2025-01-16 08:45:23.596
67,device,DeviceApiV2DeviceController,production,core-cloud,CCB:9cc05708-6305-490d-a298-690c0aeeb46f,,39,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,2c6dd1b3-fa96-4b5e-91af-d078b84f1ebe,4358c9073e5c1e6df6b01470d8f3a515,/device-api/v2/devices/144f1197-36ab-40fe-bb7d-81bbf9bd758f/data,https://connect.g2bcc.com/device-api/v2/devices/144f1197-36ab-40fe-bb7d-81bbf9bd758f/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-153,"sharedlogic/4.4.1-0 (bsp 12.2.1-0, model 1.2.4-0, bacnet N/A)",2025-01-16 08:45:23.590
